#separator:Tab
#html:true
#deck:🕉️ Sanskrit External Consonant Sandhi (Splitting)
#notetype:Basic
#columns:Key	Front	Back
#guid column:1
external_consonant_sandhi_split:t_sha:bhagavat+śaraṇa	<center><big><big><big>भगवच्छरण</big></big></big></center>	<center><big><big><b>भगवत् + शरण</b></big></big><br><big>bhagavaccharaṇa → bhagavat + śaraṇa</big><br><br><b>त् + श् → च्छ्</b><br>Two changes at once: the त् becomes the palatal च्, and the following श् hardens to छ्.</center>
external_consonant_sandhi_split:t_sha:tat+śrutvā	<center><big><big><big>तच्छ्रुत्वा</big></big></big></center>	<center><big><big><b>तत् + श्रुत्वा</b></big></big><br><big>tacchrutvā → tat + śrutvā</big><br><small>(तत् ← तद्)</small><br><br><b>त् + श् → च्छ्</b><br>Two changes at once: the त् becomes the palatal च्, and the following श् hardens to छ्.</center>
external_consonant_sandhi_split:t_sha:sat+śāstram	<center><big><big><big>सच्छास्त्रम्</big></big></big></center>	<center><big><big><b>सत् + शास्त्रम्</b></big></big><br><big>sacchāstram → sat + śāstram</big><br><br><b>त् + श् → च्छ्</b><br>Two changes at once: the त् becomes the palatal च्, and the following श् hardens to छ्.</center>
external_consonant_sandhi_split:t_sha:ut+śvāsaḥ	<center><big><big><big>उच्छ्वासः</big></big></big></center>	<center><big><big><b>उत् + श्वासः</b></big></big><br><big>ucchvāsaḥ → ut + śvāsaḥ</big><br><br><b>त् + श् → च्छ्</b><br>Two changes at once: the त् becomes the palatal च्, and the following श् hardens to छ्.</center>
external_consonant_sandhi_split:m_anusvara:phalam+dadāti	<center><big><big><big>फलं ददाति</big></big></big></center>	<center><big><big><b>फलम् + ददाति</b></big></big><br><big>phalaṃ dadāti → phalam + dadāti</big><br><br><b>Final म् becomes anusvāra before a consonant</b><br>Before any consonant, voiced or voiceless, final म् is written as anusvāra. Before a vowel it stays म्. In careful recitation it may instead be pronounced as the nasal of the following consonant's class.</center>
external_consonant_sandhi_split:m_anusvara:vanam+gacchati	<center><big><big><big>वनं गच्छति</big></big></big></center>	<center><big><big><b>वनम् + गच्छति</b></big></big><br><big>vanaṃ gacchati → vanam + gacchati</big><br><br><b>Final म् becomes anusvāra before a consonant</b><br>Before any consonant, voiced or voiceless, final म् is written as anusvāra. Before a vowel it stays म्. In careful recitation it may instead be pronounced as the nasal of the following consonant's class.</center>
external_consonant_sandhi_split:m_anusvara:satyam+vada	<center><big><big><big>सत्यं वद</big></big></big></center>	<center><big><big><b>सत्यम् + वद</b></big></big><br><big>satyaṃ vada → satyam + vada</big><br><br><b>Final म् becomes anusvāra before a consonant</b><br>Before any consonant, voiced or voiceless, final म् is written as anusvāra. Before a vowel it stays म्. In careful recitation it may instead be pronounced as the nasal of the following consonant's class.</center>
external_consonant_sandhi_split:m_anusvara:rāmam+paśyati	<center><big><big><big>रामं पश्यति</big></big></big></center>	<center><big><big><b>रामम् + पश्यति</b></big></big><br><big>rāmaṃ paśyati → rāmam + paśyati</big><br><br><b>Final म् becomes anusvāra before a consonant</b><br>Before any consonant, voiced or voiceless, final म् is written as anusvāra. Before a vowel it stays म्. In careful recitation it may instead be pronounced as the nasal of the following consonant's class.</center>
external_consonant_sandhi_split:n_nasal:etān+juhoti	<center><big><big><big>एताञ्जुहोति</big></big></big></center>	<center><big><big><b>एतान् + जुहोति</b></big></big><br><big>etāñjuhoti → etān + juhoti</big><br><br><b>न् becomes the corresponding nasal before a voiced palatal or cerebral</b><br>न् becomes ञ् before ज् झ्, and ण् before ड् ढ् — the nasal of the following consonant's class.</center>
external_consonant_sandhi_split:n_nasal:narān+jayāmi	<center><big><big><big>नराञ्जयामि</big></big></big></center>	<center><big><big><b>नरान् + जयामि</b></big></big><br><big>narāñjayāmi → narān + jayāmi</big><br><br><b>न् becomes the corresponding nasal before a voiced palatal or cerebral</b><br>न् becomes ञ् before ज् झ्, and ण् before ड् ढ् — the nasal of the following consonant's class.</center>
external_consonant_sandhi_split:n_nasal:tān+janān	<center><big><big><big>ताञ्जनान्</big></big></big></center>	<center><big><big><b>तान् + जनान्</b></big></big><br><big>tāñjanān → tān + janān</big><br><br><b>न् becomes the corresponding nasal before a voiced palatal or cerebral</b><br>न् becomes ञ् before ज् झ्, and ण् before ड् ढ् — the nasal of the following consonant's class.</center>
external_consonant_sandhi_split:n_nasal:tān+ḍhaukate	<center><big><big><big>ताण्ढौकते</big></big></big></center>	<center><big><big><b>तान् + ढौकते</b></big></big><br><big>tāṇḍhaukate → tān + ḍhaukate</big><br><br><b>न् becomes the corresponding nasal before a voiced palatal or cerebral</b><br>न् becomes ञ् before ज् झ्, and ण् before ड् ढ् — the nasal of the following consonant's class.</center>
external_consonant_sandhi_split:n_anusvara_sibilant:tān+titikṣasva	<center><big><big><big>तांस्तितिक्षस्व</big></big></big></center>	<center><big><big><b>तान् + तितिक्षस्व</b></big></big><br><big>tāṃstitikṣasva → tān + titikṣasva</big><br><br><b>न् becomes anusvāra + the corresponding sibilant before a voiceless palatal, cerebral or dental</b><br>A sibilant is inserted at the place of the following sound — श् before च् छ्, ष् before ट् ठ्, स् before त् थ् — and the न् becomes anusvāra before it.</center>
external_consonant_sandhi_split:n_anusvara_sibilant:tān+caranti	<center><big><big><big>तांश्चरन्ति</big></big></big></center>	<center><big><big><b>तान् + चरन्ति</b></big></big><br><big>tāṃścaranti → tān + caranti</big><br><br><b>न् becomes anusvāra + the corresponding sibilant before a voiceless palatal, cerebral or dental</b><br>A sibilant is inserted at the place of the following sound — श् before च् छ्, ष् before ट् ठ्, स् before त् थ् — and the न् becomes anusvāra before it.</center>
external_consonant_sandhi_split:n_anusvara_sibilant:kasmin+cit	<center><big><big><big>कस्मिंश्चित्</big></big></big></center>	<center><big><big><b>कस्मिन् + चित्</b></big></big><br><big>kasmiṃścit → kasmin + cit</big><br><br><b>न् becomes anusvāra + the corresponding sibilant before a voiceless palatal, cerebral or dental</b><br>A sibilant is inserted at the place of the following sound — श् before च् छ्, ष् before ट् ठ्, स् before त् थ् — and the न् becomes anusvāra before it.</center>
external_consonant_sandhi_split:n_anusvara_sibilant:bhavān+tiṣṭhati	<center><big><big><big>भवांस्तिष्ठति</big></big></big></center>	<center><big><big><b>भवान् + तिष्ठति</b></big></big><br><big>bhavāṃstiṣṭhati → bhavān + tiṣṭhati</big><br><br><b>न् becomes anusvāra + the corresponding sibilant before a voiceless palatal, cerebral or dental</b><br>A sibilant is inserted at the place of the following sound — श् before च् छ्, ष् before ट् ठ्, स् before त् थ् — and the न् becomes anusvāra before it.</center>
external_consonant_sandhi_split:n_l:etān+lokān	<center><big><big><big>एतांल्लोकान्</big></big></big></center>	<center><big><big><b>एतान् + लोकान्</b></big></big><br><big>etāṃllokān → etān + lokān</big><br><br><b>न् + ल् → anusvāra + ल्</b><br>The न् assimilates to the ल् but its nasality survives as the anusvāra written before it.</center>
external_consonant_sandhi_split:n_l:trīn+lokān	<center><big><big><big>त्रींल्लोकान्</big></big></big></center>	<center><big><big><b>त्रीन् + लोकान्</b></big></big><br><big>trīṃllokān → trīn + lokān</big><br><br><b>न् + ल् → anusvāra + ल्</b><br>The न् assimilates to the ल् but its nasality survives as the anusvāra written before it.</center>
external_consonant_sandhi_split:n_l:tān+labhante	<center><big><big><big>तांल्लभन्ते</big></big></big></center>	<center><big><big><b>तान् + लभन्ते</b></big></big><br><big>tāṃllabhante → tān + labhante</big><br><br><b>न् + ल् → anusvāra + ल्</b><br>The न् assimilates to the ल् but its nasality survives as the anusvāra written before it.</center>
external_consonant_sandhi_split:n_l:tān+lokān	<center><big><big><big>तांल्लोकान्</big></big></big></center>	<center><big><big><b>तान् + लोकान्</b></big></big><br><big>tāṃllokān → tān + lokān</big><br><br><b>न् + ल् → anusvāra + ल्</b><br>The न् assimilates to the ल् but its nasality survives as the anusvāra written before it.</center>
external_consonant_sandhi_split:nasal_doubling:hasan+iva	<center><big><big><big>हसन्निव</big></big></big></center>	<center><big><big><b>हसन् + इव</b></big></big><br><big>hasanniva → hasan + iva</big><br><br><b>ङ् ण् न् double after a short vowel before a vowel</b><br>A final nasal preceded by a SHORT vowel doubles when the next word begins with any vowel. After a long vowel there is no doubling.</center>
external_consonant_sandhi_split:nasal_doubling:patan+iha	<center><big><big><big>पतन्निह</big></big></big></center>	<center><big><big><b>पतन् + इह</b></big></big><br><big>patanniha → patan + iha</big><br><br><b>ङ् ण् न् double after a short vowel before a vowel</b><br>A final nasal preceded by a SHORT vowel doubles when the next word begins with any vowel. After a long vowel there is no doubling.</center>
external_consonant_sandhi_split:nasal_doubling:tasmin+eva	<center><big><big><big>तस्मिन्नेव</big></big></big></center>	<center><big><big><b>तस्मिन् + एव</b></big></big><br><big>tasminneva → tasmin + eva</big><br><br><b>ङ् ण् न् double after a short vowel before a vowel</b><br>A final nasal preceded by a SHORT vowel doubles when the next word begins with any vowel. After a long vowel there is no doubling.</center>
external_consonant_sandhi_split:nasal_doubling:pratyaṅ+udeṣi	<center><big><big><big>प्रत्यङ्ङुदेषि</big></big></big></center>	<center><big><big><b>प्रत्यङ् + उदेषि</b></big></big><br><big>pratyaṅṅudeṣi → pratyaṅ + udeṣi</big><br><br><b>ङ् ण् न् double after a short vowel before a vowel</b><br>A final nasal preceded by a SHORT vowel doubles when the next word begins with any vowel. After a long vowel there is no doubling.</center>
external_consonant_sandhi_split:stop_ha:tasmāt+hi	<center><big><big><big>तस्माद्धि</big></big></big></center>	<center><big><big><b>तस्मात् + हि</b></big></big><br><big>tasmāddhi → tasmāt + hi</big><br><br><b>Before ह्, the final voices and the ह् becomes the matching voiced aspirate</b><br>The final becomes the voiced consonant of its own class, and the ह् becomes that class's voiced aspirate: क्+ह् → ग्घ्, ट्+ह् → ड्ढ्, त्+ह् → द्ध्, प्+ह् → ब्भ्.</center>
external_consonant_sandhi_split:stop_ha:vāk+hi	<center><big><big><big>वाग्घि</big></big></big></center>	<center><big><big><b>वाक् + हि</b></big></big><br><big>vāgghi → vāk + hi</big><br><small>(वाक् ← वाच्)</small><br><br><b>Before ह्, the final voices and the ह् becomes the matching voiced aspirate</b><br>The final becomes the voiced consonant of its own class, and the ह् becomes that class's voiced aspirate: क्+ह् → ग्घ्, ट्+ह् → ड्ढ्, त्+ह् → द्ध्, प्+ह् → ब्भ्.</center>
external_consonant_sandhi_split:stop_ha:ṣaṭ+hi	<center><big><big><big>षड्ढि</big></big></big></center>	<center><big><big><b>षट् + हि</b></big></big><br><big>ṣaḍḍhi → ṣaṭ + hi</big><br><small>(षट् ← षष्)</small><br><br><b>Before ह्, the final voices and the ह् becomes the matching voiced aspirate</b><br>The final becomes the voiced consonant of its own class, and the ह् becomes that class's voiced aspirate: क्+ह् → ग्घ्, ट्+ह् → ड्ढ्, त्+ह् → द्ध्, प्+ह् → ब्भ्.</center>
external_consonant_sandhi_split:stop_ha:tat+hi	<center><big><big><big>तद्धि</big></big></big></center>	<center><big><big><b>तत् + हि</b></big></big><br><big>taddhi → tat + hi</big><br><small>(तत् ← तद्)</small><br><small>(also accepted: तद् हि)</small><br><br><b>Before ह्, the final voices and the ह् becomes the matching voiced aspirate</b><br>The final becomes the voiced consonant of its own class, and the ह् becomes that class's voiced aspirate: क्+ह् → ग्घ्, ट्+ह् → ड्ढ्, त्+ह् → द्ध्, प्+ह् → ब्भ्.</center>
external_consonant_sandhi_split:cha_doubling:śiva+chāyā	<center><big><big><big>शिवच्छाया</big></big></big></center>	<center><big><big><b>शिव + छाया</b></big></big><br><big>śivacchāyā → śiva + chāyā</big><br><br><b>Initial छ् becomes च्छ् after a vowel</b><br>A word-initial छ् doubles to च्छ् after a short vowel. After a long vowel the doubling is optional.</center>
external_consonant_sandhi_split:cha_doubling:mama+chāyā	<center><big><big><big>ममच्छाया</big></big></big></center>	<center><big><big><b>मम + छाया</b></big></big><br><big>mamacchāyā → mama + chāyā</big><br><br><b>Initial छ् becomes च्छ् after a vowel</b><br>A word-initial छ् doubles to च्छ् after a short vowel. After a long vowel the doubling is optional.</center>
external_consonant_sandhi_split:cha_doubling:snigdha+chāyā	<center><big><big><big>स्निग्धच्छाया</big></big></big></center>	<center><big><big><b>स्निग्ध + छाया</b></big></big><br><big>snigdhacchāyā → snigdha + chāyā</big><br><br><b>Initial छ् becomes च्छ् after a vowel</b><br>A word-initial छ् doubles to च्छ् after a short vowel. After a long vowel the doubling is optional.</center>
external_consonant_sandhi_split:cha_doubling:nadī+chāyā	<center><big><big><big>नदीच्छाया</big></big></big></center>	<center><big><big><b>नदी + छाया</b></big></big><br><big>nadīcchāyā → nadī + chāyā</big><br><small>(also accepted: नदी छाया)</small><br><br><b>Initial छ् becomes च्छ् after a vowel</b><br>A word-initial छ् doubles to च्छ् after a short vowel. After a long vowel the doubling is optional.</center>
